Word,POS
ڈر,VB
گزرا,VB
فری,PN
نشاندہی,NN
انکو,PN
وارث,PN
ٹیکس,NN
شرح,NN
دورے,NN
قاری,NN
بینک,NN
گلے,NN
ء,PM
آجکل,NN
رسم,NN
رویہ,NN
پری,NN
معاہدے,NN
روم,NN
یار,PN
وابستہ,ADJ
تے,NN
چاہیں,AA
مطلع,ADJ
نہین,NEG
صفحے,NN
اثرات,NN
چاہتی,AA
رسائی,NN
صحافیوں,NN
والدہ,NN
شناخت,NN
سنائی,VB
میسر,ADJ
تحاریر,NN
جاؤں,AA
مصرع,NN
آفس,NN
گاہ,NN
فاروق,PN
صارفین,NN
الحق,PN
عربی,PN
تصویریں,NN
سافٹ,PN
فرقہ,NN
اسامہ,NN
ایمان,PN
اپیل,NN
فائنل,NN
کھیل,VB
روس,PN
اخلاق,NN
تے,VB
پنجابی,PN
نامعلوم,ADJ
تذکرہ,NN
متحدہ,PN
نکاح,NN
لال,ADJ
کیلئے,VB
ضمن,NN
اسلحہ,NN
یونس,PN
گیندوں,NN
اوورز,NN
صوبائی,ADJ
چلانے,VB
لشکر,NN
داغ,NN
محمود,PN
بقول,NN
جنگل,NN
ضائع,ADJ
تھوڑا,ADJ
موضوعات,NN
چینل,NN
رک,VB
عبداللہ,NN
روکنے,VB
ذوق,NN
جارہا,AA
بازوں,NN
ﷺ,CA
فروغ,NN
سلوک,NN
علوم,NN
دکھ,VB
ايک,PN
جوہری,ADJ
حدود,NN
خوشبو,NN
اخبارات,NN
چراغ,NN
ڈھونڈ,VB
گانے,NN
قبلہ,NN
نظامی,PN
آخرت,NN
مشترکہ,ADJ
عمار,NN
چور,NN
ڈرون,PN
آجائے,VB
طالبان,PN
قول,NN
مجموعہ,NN
درجے,NN
عائشہ,NN
بظاہر,ADV
نظریات,NN
بتائیے,VB
دارالحکومت,NN
میر,PN
دکھایا,VB
بدولت,NN
پہنچی,VB
زمرے,NN
چلتی,VB
ٹیکنالوجی,NN
لب,NN
تعالیٰ,PN
آب,NN
محمود,NN
بیمار,ADJ
غالباً,ADV
کاٹ,VB
ے,NN
کہوں,NN
بتائی,VB
تاثر,NN
منتظر,ADJ
عارف,NN
وزیرِ,NN
ادارہ,NN
محسن,NN
لغت,NN
ولی,PN
آلہ,NN
کونسی,KD
سنچری,PN
قیمتی,ADJ
جمہوری,ADJ
کیلئے,ADV
سینکڑوں,NN
چاہیں,VB
سوچنے,VB
تباہی,NN
ہورہا,VB
دھوپ,NN
مرتب,ADJ
تنہا,ADJ
کرسکتا,VB
جلد,NN
انتقال,NN
سائز,NN
مارکیٹ,NN
سیدھا,ADJ
ر,PN
دیش,NN
نکالا,VB
دیجئے,AA
ٹو,PN
سندھ,PN
جمیل,PN
اصلی,ADJ
نوجوانوں,NN
مبینہ,ADJ
وکٹوں,NN
پنجابی,ADJ
سیکھ,VB
یقینی,ADJ
نور,NN
بحال,ADJ
چیف,ADJ
خودکش,ADJ
ڈھیر,NN
منفی,ADJ
اماں,NN
بجا,VB
حروف,NN
چاہئیے,AA
نکلنے,VB
فائر,PN
کھیلے,VB
ضبط,NN
لگاتے,VB
بخاری,NN
مقاصد,NN
پرانا,ADJ
عہدے,NN
جج,NN
الرحمن,PN
انسٹال,NN
نصب,NN
آپ,PN
پانے,VB
تفتیش,NN
مقدس,PN
کہوں,VB
گورنر,NN
مخلوق,NN
مہر,NN
قائد,ADJ
پریشانی,NN
کھو,VB
ٹائم,NN
نکتہ,NN
پاکستانیوں,NN
تکمیل,NN
نقطہ,NN
گیس,NN
بھوک,NN
مرحلے,NN
ساتھیوں,NN
کھلی,ADJ
لگانا,VB
انگلستان,PN
نیت,NN
ورک,NN
اجتماعی,ADJ
ہندی,PN
نعمت,NN
نجات,NN
گردوں,NN
جرمنی,PN
پے,NN
انا,PN
بچانے,VB
کرا,VB
مقابلوں,NN
دان,NN
کروانے,VB
بٹن,NN
جرائم,NN
ترکیب,NN
شرم,NN
لازم,NN
اتار,NN
آصف,PN
مقصود,NN
کفر,NN
خاں,NN
ناقابل,NN
نوں,NN
را,PN
وزارت,NN
چھپا,VB
ھے,PN
دوڑ,NN
ت,NN
شہرت,NN
بٹیا,PN
بدن,NN
ا,PN
عورتیں,NN
کرانے,VB
چاہا,AA
ایرانی,PN
پاگل,ADJ
توفیق,NN
تفسیر,NN
پردہ,NN
دکان,NN
فرخ,NN
نیشنل,PN
فلموں,NN
مزا,NN
لکھتا,VB
قائل,ADJ
بتانے,VB
سنہ,NN
وادی,PN
ظفری,NN
ماننے,VB
اعزاز,NN
جملے,NN
ظالم,NN
مانگ,VB
رسالت,NN
وجوہات,NN
وچ,PN
پوزیشن,NN
کہو,VB
اٹھائے,VB
سنتے,VB
وسائل,NN
سمجھیں,VB
تجاویز,NN
کوچ,NN
منعقد,ADJ
فرمایا,PN
سوچتا,VB
دوا,NN
عائشہ,ADJ
زخم,NN
شراکت,NN
میر,ADJ
بہانے,NN
توانائی,NN
ٹائپ,NN
وصول,ADJ
نامے,NN
جاسکتا,VB
+,PN
تنظیموں,NN
لفظوں,NN
قابلِ,NN
کاروں,NN
زینب,NN
مارنے,VB
حلال,NN
بلیک,PN
برائی,NN
مفہوم,NN
تھیم,NN
غصے,NN
کلب,NN
ھوں,NN
شے,NN
فوجیوں,NN
اوپن,PN
کیجیے,AA
وزیرستان,NN
سرور,NN
ڈالا,VB
لائیں,VB
سائنسی,ADJ
مانتے,VB
چاہوں,AA
اگلا,ADJ
گواہی,NN
اُسی,PD
پڑھیے,VB
تعالی,PN
خاتمہ,NN
حکمرانوں,NN
زمیں,NN
شاء,NN
انکل,NN
سارہ,NN
آؤٹ,PN
کلو,U
فضل,NN
جیتنے,VB
گیت,NN
عثمان,NN
اٹھانے,VB
کوڈ,PN
نازک,ADJ
ہوسکتی,VB
صدر,PN
سارہ,CA
ملنا,VB
راضی,ADJ
نظروں,NN
دعاؤں,NN
تشریح,NN
رہنماؤں,NN
مظاہرین,NN
جدا,ADJ
پارلیمنٹ,NN
ماوراء,NN
بیشتر,ADJ
عبداللہ,PN
معصوم,NN
پذیر,NN
بہادر,ADJ
پن,NN
ابلاغ,NN
ماشاءاللہ,NN
مریض,NN
بنتے,VB
آفریدی,NN
جنسی,ADJ
ریلیز,PN
امان,NN
صفائی,NN
یار,OR
ناز,NN
حج,PN
داروں,NN
پہاڑ,NN
شیخ,PN
اکیلے,ADJ
گوگل,PN
آگئی,VB
برعکس,ADV
دھمکی,NN
بتاؤں,VB
پائیں,VB
اہتمام,NN
پرست,NN
ا,CA
عمران,PN
سینے,NN
سند,NN
ایف,NN
کرلیں,VB
جیت,NN
زدہ,ADJ
پچھلی,ADJ
بابا,PN
کروایا,VB
گنجائش,NN
لمحہ,NN
مشرف,PN
لگنے,VB
ممتاز,ADJ
بولتے,VB
قریبی,ADJ
متعارف,ADJ
اﷲ,NN
لبنان,PN
نوٹس,NN
لمحے,NN
بھرا,VB
ہيں,NN
کردی,NN
کیانی,PN
سمجھنا,VB
فرانس,PN
ﷺ,NN
زبردستی,NN
گھڑی,NN
اِن,PD
امریکا,PN
سڑکوں,NN
مفاد,NN
ٹائپنگ,PN
پیشہ,NN
انتخابی,ADJ
عناصر,NN
تمھیں,NN
تعینات,NN
بہر,NN
خلافت,NN
کلومیٹر,U
گواہ,NN
کھلا,VB
برف,NN
توہین,NN
آرمی,PN
چڑھ,VB
شبہ,NN
معیشت,NN
کشی,NN
دھماکہ,NN
مغل,PN
جیب,NN
ممبر,NN
فرمائیں,NN
گز,U
خالد,NN
سہارا,NN
لہجے,NN
ب,PN
لیجئے,AA
مقدس,NN
تلے,NN
جذبہ,NN
صلی,NN
آپکی,ADJ
چیئرمین,NN
انفرادی,ADJ
مصیبت,NN
آور,NN
ڈالیں,VB
ڈرائیور,NN
پھل,NN
شاکر,NN
مانا,VB
ایجاد,NN
لاش,NN
حامی,NN
جل,VB
مقدار,NN
کیمپ,NN
جنگی,ADJ
خواجہ,NN
وکی,PN
بتاتے,VB
ثواب,NN
تحریریں,NN
مکہ,PN
مایوس,ADJ
یونیکوڈ,PN
بندوں,NN
لڑکا,NN
کھیلا,VB
اُردو,PN
تفصیلی,ADJ
امجد,PN
روایتی,ADJ
تاخیر,NN
ہوجاتے,VB
زیرِ,NN
جاؤں,NN
گردن,NN
دستخط,NN
منسلک,ADJ
پاتے,VB
رانی,PN
سود,NN
مسافر,NN
مسترد,ADJ
احکام,NN
محفل,ADJ
علامت,NN
عموماً,ADV
فہم,NN
نگرانی,NN
رشتے,NN
بلی,NN
توں,NN
بلاگ,PN
بحران,NN
ایکس,PN
دکھانے,VB
الرحمٰن,PN
باندھ,VB
آگئے,VB
اتنا,ADV
امدادی,ADJ
سروس,NN
کیجئے,AA
سیدھی,ADJ
دیکھیے,VB
بتاؤ,VB
اضافے,NN
خطرے,NN
عدلیہ,NN
انٹر,PN
عنایت,NN
مومن,NN
ملالہ,NN
زہر,NN
نواب,NN
خشک,ADJ
تجارت,NN
تاج,NN
ناصر,PN
ہمراہ,ADJ
سپورٹ,NN
ورزی,NN
ابتدا,NN
تجربات,NN
اعجاز,ADJ
لاشیں,NN
جواز,NN
آف,NN
معاہدہ,NN
جارہی,AA
عندلیب,NN
دراز,ADJ
دست,NN
نایاب,NN
اعداد,NN
پیمانے,NN
شعبہ,NN
برے,ADJ
کیلئے,PN
قرض,NN
پیدائش,NN
بڑھتی,VB
جلا,VB
سول,PN
نہاد,NN
یورپی,ADJ
عثمان,PN
ترجیح,NN
نیلم,PN
ہٹا,VB
کہانیاں,NN
نسخہ,NN
سرے,NN
آپشن,NN
برکت,NN
جلدی,ADV
تشویش,NN
عظمت,NN
جیتے,VB
ڈگری,NN
اقدام,NN
طبقہ,NN
ہورہی,VB
ناقص,ADJ
صدیوں,NN
باہمی,ADJ
افزائی,NN
لسٹ,NN
افغان,NN
پوچھنے,VB
بھرے,ADJ
اصولوں,NN
جنس,NN
مثلا,ADV
احکامات,NN
نجی,ADJ
کاروائی,NN
ممکنہ,ADJ
سازی,NN
احتیاط,NN
ابن,NN
ڈرامہ,NN
تجربے,NN
ہار,VB
جامعہ,PN
کانگریس,PN
نکالنے,VB
خاصا,ADJ
برادری,NN
بتاتا,VB
بستی,NN
غلطیاں,NN
خلیفہ,NN
گئ,AA
پاتا,VB
شمولیت,NN
لگائیں,VB
چال,NN
قیصرانی,PN
احوال,NN
روزے,NN
کرایا,VB
جانتی,VB
داستان,NN
راج,NN
تیر,NN
بیانات,NN
رحمۃ,PN
تن,NN
علوی,PN
فاصلے,NN
معاشرتی,ADJ
ایشیا,PN
فلسفہ,NN
نوکری,NN
مرض,NN
القادری,PN
کلمات,NN
ہوم,PN
ہجرت,NN
کوششوں,NN
مشورے,NN
بدلے,NN
زرداری,PN
کھائے,VB
کشتی,NN
محفلین,NN
روابط,NN
سایہ,NN
جامع,ADJ
کوٹ,PN
چھوڑا,VB
دہشت,ADJ
ناکامی,NN
بلال,PN
اعتراف,NN
اشاعت,NN
تھک,VB
لمبے,ADJ
کوئ,NN
ناممکن,ADJ
جدوجہد,NN
عبد,PN
رواج,NN
لڑکیاں,NN
پھیل,VB
پ,CA
جذباتی,ADJ
نگار,PN
گم,NN
کرکے,PN
سابقہ,ADJ
نوجوان,NN
اطمینان,NN
شوکت,NN
بچنے,VB
سرِ,NN
جگر,NN
حتمی,ADJ
پوچھنا,VB
تے,PN
اُنہیں,PP
افتخار,PN
کوڈ,NN
عاشق,ADJ
دہ,ADJ
ظہور,NN
خطوط,NN
گاڑیوں,NN
بغاوت,NN
انکل,PN
اداس,NN
زرداری,ADJ
مفادات,NN
سلیم,PN
مجلس,NN
پہنچانے,VB
دشمنی,NN
سبز,ADJ
ٹیموں,NN
ہوجائیں,VB
دہی,NN
خطے,NN
سگریٹ,NN
حصوں,NN
کيا,VB
روڈ,PN
جسٹس,NN
مشین,NN
نون,PN
پراجیکٹ,NN
قران,PN
پلیٹ,NN
چمن,NN
نواز,ADJ
گرفتاری,ADJ
لیڈر,NN
ملازمت,NN
پیسہ,NN
نصیحت,NN
طوفان,NN
لیئے,VB
روزانہ,ADJ
کاغذ,NN
مہدی,NN
محلے,NN
گھوڑے,NN
ترمیم,NN
ایوارڈ,PN
سیکرٹری,NN
فساد,NN
القرآن,PN
کراچی,VB
دیکھیں,AA
متاثرین,NN
خوراک,NN
لڑی,NN
حسب,NN
تعصب,NN
سوچتے,VB
میر,NN
نواز,PN
شعبے,NN
بحالی,NN
موٹر,NN
باغیوں,NN
خوبی,NN
ھیں,AA
زیادتی,NN
ملین,CA
دھیان,NN
لڑیوں,NN
کارکنوں,NN
بازو,NN
کھلے,ADJ
اول,OR
مشن,PN
سحر,NN
اطاعت,NN
بدلہ,NN
خارج,ADJ
مراسلہ,NN
معصوم,ADJ
ٹیگز,PN
ناموں,NN
انگلستان,NN
رنز,PN
فضل,PN
بہنوں,NN
ہیرو,NN
فرمائش,NN
ہند,PN
ہڑتال,NN
خرید,NN
بیل,PN
ملزم,ADJ
روزگار,NN
نکلتا,VB
ٹائپ,PN
سائیکل,NN
مقبول,ADJ
کھاتے,VB
ہوائی,ADJ
طبقے,NN
پوچھے,VB
آئینہ,NN
اسباب,NN
گہری,ADJ
گرا,VB
عیسائی,ADJ
تحفہ,NN
تنہائی,NN
شرک,NN
اُنہوں,PP
للہ,NN
جانوروں,NN
وائرس,NN
مثالیں,NN
مولوی,NN
ٹکٹ,NN
بیرونی,ADJ
بس,PN
اقتباس,NN
ڈرامے,NN
سافٹ,NN
پڑھتا,VB
رضا,NN
ڈاٹ,PN
حذف,NN
مقدمات,NN
سونا,NN
عراق,PN
تعین,NN
مزاحیہ,ADJ
نعرے,NN
انگریز,PN
نرم,ADJ
فرمائی,VB
نعرہ,NN
سنجیدگی,NN
شئیر,NN
میک,PN
دادا,NN
آکر,NN
بڑھانے,VB
اغوا,NN
فہیم,PN
سن,PN
مواقع,NN
بننا,VB
بلایا,VB
جوڑ,NN
تردید,NN
بالآخر,ADV
کوششیں,NN
تبدیلیاں,NN
پھینک,VB
خرم,PN
خبروں,NN
تلوار,NN
شو,NN
شخصیات,NN
پوسٹس,NN
بھئی,PN
کوریا,PN
شپ,PN
ترجمے,NN
گمان,NN
گپ,NN
پھولوں,NN
دھماکوں,NN
کرائے,VB
کھینچ,VB
فلمیں,NN
گناہ,ADJ
عقائد,NN
رونے,VB
برتری,NN
خاتمے,NN
تنخواہ,NN
نہی,NEG
ڈرتے,VB
بدلنے,VB
اجمل,PN
احمد,NN
سفیر,NN
راولپنڈی,PN
روپ,NN
عدالتی,ADJ
سعود,NN
سیکھا,VB
نور,PN
رخصت,NN
مد,NN
آرزو,NN
اضافی,ADJ
بر,ADJ
جاننا,VB
درود,NN
میڈیا,PN
الله,PN
شعیب,NN
بلال,ADV
تسلی,NN
مقیم,ADJ
ستم,NN
فرائض,NN
بادل,NN
مہاجر,NN
چاول,NN
فعال,ADJ
سختی,NN
روکا,VB
دیکھئے,VB
مصروفیت,NN
چاچو,NN
منفرد,ADJ
پارلیمان,NN
سکرین,NN
آئینی,ADJ
سلطنت,NN
قدرتی,ADJ
انور,PN
ناشتہ,NN
پہنچایا,VB
سوشل,ADJ
کھولا,VB
توحید,NN
پردے,NN
متاثرہ,ADJ
رونا,VB
قسط,NN
کلمہ,NN
است,NN
اشیاء,NN
پوچھیں,VB
اصطلاح,NN
بیگ,NN
گناہوں,NN
قاتل,NN
آفتاب,NN
رب,PN
سمجھی,VB
لیپ,PN
اُدھر,NN
سائٹس,PN
مشاہدہ,NN
ڈیٹا,NN
منظوری,NN
مملکت,NN
تدوین,NN
ٹکڑے,NN
خالہ,NN
پیڈ,PN
مرحلہ,NN
دائرہ,NN
ما,PN
سعادت,NN
افسران,NN
پھیلا,VB
حمد,NN
محکمہ,NN
پیروی,NN
مزار,NN
کش,NN
مچھلی,NN
شائد,ADV
صد,NN
انجام,VB
ہار,NN
انٹرنیشنل,PN
اختلافات,NN
بلاشبہ,NN
سوچیں,VB
مائی,PN
گھنٹہ,NN
سعید,NN
زبانی,ADJ
عینی,ADJ
سلیمان,PN
ٹریفک,NN
اسد,NN
نفاذ,NN
دیکھتی,VB
رانا,PN
دریائے,PN
آپس,NN
کور,NN
الطاف,NN
سری,NN
پسندیدگی,NN
تھوڑے,Q
خلیل,PN
لعنت,NN
دخل,NN
دہائی,NN
گریز,NN
واسطہ,NN
برآمد,ADJ
نکلی,VB
زبیر,PN
افسانہ,NN
چھت,NN
ضمانت,NN
خطاطی,NN
بزرگوں,NN
قارئین,NN
تھوڑی,ADJ
لڑکوں,NN
علوی,NN
ہمدردی,NN
عمومی,ADJ
آپی,PN
پکا,VB
جوانی,NN
عقیدہ,NN
خلوص,NN
فونٹ,PN
سلطان,NN
حسرت,NN
فرمان,NN
جعلی,ADJ
مغفرت,NN
جمال,PN
وقار,PN
جگہوں,NN
بخوبی,ADV
حلقہ,NN
وضع,NN
منسوب,ADJ
جنوں,NN
اشتہار,NN
ثقافت,NN
[,PN
اختیارات,NN
عراق,NN
فرما,PN
شکوہ,NN
بھیجنے,VB
مداخلت,NN
منصب,NN
خیز,NN
دیوان,NN
اعلٰی,ADJ
لیٹ,PN
خوشیاں,NN
بک,PN
لمبا,ADJ
عہدہ,NN
جوں,NN
اجنبی,NN
یونی,PN
آؤٹ,VB
انفارمیشن,PN
نذیر,PN
صحافت,NN
ایوان,NN
آثار,NN
طالوت,NN
مطمئن,ADJ
اﷲ,ADJ
جمع,NN
اِک,PN
کانوں,NN
سرد,ADJ
اصرار,NN
بقول,PN
ملاحظہ,ADJ
بستر,NN
انڈین,PN
مجبوری,NN
امکانات,NN
کھلا,ADJ
شاکر,PN
خصوصاً,ADV
مولانا,ADJ
دشمنوں,NN
تمھارے,G
سست,ADJ
ساحل,NN
فطری,ADJ
نبوی,PN
خیالی,ADJ
صوبوں,NN
مظاہرے,NN
کتے,NN
ہتھیاروں,NN
جہنم,NN
پال,PN
رونق,NN
تاب,NN
نمونہ,NN
خوبصورتی,NN
بدقسمتی,NN
زرداری,NN
کثرت,NN
ہاؤس,PN
قلب,NN
لینکس,PN
اسرائیلی,ADJ
پہاڑی,NN
فریب,NN
بجٹ,NN
قافیہ,NN
خدشہ,NN
تصوف,NN
جلوس,NN
ادائیگی,NN
سالانہ,ADJ
نمائندگی,NN
ایڈریس,NN
سائیٹ,NN
بوڑھے,ADJ
معطل,ADJ
حساس,ADJ
متحرک,ADJ
جسمانی,ADJ
عزم,NN
سودا,NN
عروج,NN
توڑ,NN
ہلکی,ADJ
اسکو,NN
مستند,ADJ
غربت,NN
آراء,NN
ڈالا,AA
اقوامِ,NN
صدا,NN
ساجد,NN
چھپ,VB
لاپتہ,ADJ
بیروت,PN
کمپنیوں,NN
آپکو,NN
رابطے,NN
کیک,PN
بھیجے,VB
جاپان,PN
رفت,NN
شرعی,ADJ
سیرت,NN
پشت,NN
دیجیے,AA
مہارت,NN
چھوڑنے,VB
زد,NN
عقیدت,NN
امتیاز,NN
سوچنا,VB
شرائط,NN
سکور,NN
باس,PN
اسکین,NN
مٹھائی,NN
مایوسی,NN
کبھار,NN
آرہے,VB
دانت,NN
شرف,NN
ممبئی,NN
تعالٰی,ADJ
حراست,NN
خیبر,NN
کھولنے,VB
كے,NN
مدینہ,NN
فقیر,NN
لوگو,NN
مے,PN
معنوں,NN
غضب,NN
تناظر,NN
ہزاروں,NN
غیرت,NN
جماعتیں,NN
کمانڈر,NN
چھوڑیں,VB
ردعمل,NN
پردہ,ADJ
نہيں,NN
مصرعے,NN
قطعی,ADJ
تُو,PP
بلکل,NN
کررہی,VB
بھیا,AA
القاعدہ,PN
خالق,NN
سروس,PN
لڑ,VB
گزرنے,VB
حلقے,NN
ظاہری,ADJ
جاسکے,AA
کینیڈا,PN
ریڈیو,NN
عجب,NN
جلال,PN
پشتو,NN
صدارتی,ADJ
الٰہی,PN
پہن,VB
اقتصادی,ADJ
ء,ADJ
–,PN
سلمان,PN
کعبہ,NN
مردہ,ADJ
عکس,NN
معلوماتی,ADJ
دعوی,NN
سلامتی,NN
اقسام,NN
آوازیں,NN
ممبران,NN
رائٹ,PN
اڑا,VB
دانش,NN
زوال,NN
اکیلا,ADJ
خالص,ADJ
ناجائز,ADJ
جاسکتی,AA
نشر,ADJ
بیش,ADJ
محبوب,NN
واجب,NN
تبسم,NN
سرکار,NN
وڈ,PN
کرسی,NN
حلوہ,NN
انگریزوں,NN
تار,NN
سورج,NN
فلسطین,PN
اعلیٰ,NN
ویئر,PN
مستحق,ADJ
گائے,VB
سنبھال,VB
فاصلہ,NN
انسٹال,PN
جارہا,VB
دبا,VB
صفات,NN
چلنا,VB
کرلی,VB
پابند,ADJ
میز,NN
مقدس,ADJ
خواہشات,NN
دفاعی,ADJ
زیارت,NN
سیدنا,PN
طاقتور,ADJ
طلاق,NN
سلمان,NN
ریاستی,ADJ
خوشگوار,ADJ
سنیچر,NN
کراس,PN
تائید,NN
حلقوں,NN
بھئی,NN
زباں,NN
ماری,VB
اقدار,NN
رشوت,NN
رہائش,NN
قیاس,NN
انٹرنیٹ,PN
نیکی,NN
اسطرح,NN
سیدھے,ADJ
فراز,NN
جہالت,NN
تقدیر,NN
حفیظ,NN
قد,NN
بنیادوں,NN
کردوں,NN
فرمانے,VB
ریت,NN
کيا,PN
مہینہ,NN
نعمان,NN
ارسال,NN
جام,NN
خزانہ,NN
رساں,NN
قربان,ADJ
اشرف,NN
سمجھتی,VB
اجر,NN
ڈبل,ADJ
گرفت,NN
یہودیوں,NN
نمک,NN
رقص,NN
ویڈیو,ADJ
گن,NN
مطلوبہ,ADJ
قاصر,ADJ
کرپشن,NN
نقوی,PN
کش,ADJ
نذر,NN
چیخ,NN
ابنِ,NN
حرارت,NN
ج,PN
طنز,NN
قدموں,NN
قرآنی,ADJ
نازل,NN
اکمل,PN
اسکو,PN
سیل,PN
پُر,NN
کارکن,NN
دھوکہ,NN
اخراجات,NN
طوطے,NN
ایکشن,NN
سیکشن,NN
لائق,NN
کھاتے,NN
دائر,ADJ
فاطمہ,NN
کپتان,PN
پوچھتے,VB
ناعمہ,NN
بقیہ,ADJ
کھیلتے,VB
آفس,PN
منتظمین,NN
ناظم,NN
سچے,ADJ
مراحل,NN
لڑنے,VB
موزوں,ADJ
صفت,NN
ہفتوں,NN
کڑی,ADJ
نوازش,NN
سورۃ,PN
بھئی,VB
پوائنٹ,NN
بناتا,VB
گورنمنٹ,NN
ڈوب,VB
سردار,NN
درپیش,ADJ
مفتی,ADJ
حیدرآباد,PN
آپس,PN
کھائیں,VB
ھو,VB
حتی,SC
ام,PN
آئیے,VB
عبارت,NN
مصروفیات,NN
تحسین,NN
فانٹ,PN
ڈاؤنلوڈ,PN
طارق,NN
درآمد,NN
پرواز,NN
کھاتا,VB
لادن,NN
کمر,NN
اسم,NN
حکومتوں,NN
کروائی,VB
آپی,NN
سرچ,NN
قطع,NN
انشاء,NN
دانوں,NN
دعوے,NN
لیکر,VB
کردے,NN
اکٹھے,ADJ
ڈائریکٹر,NN
بیٹنگ,NN
بالخصوص,ADV
مانتا,VB
جموں,NN
کارنامہ,NN
ائیر,PN
یونین,PN
آگیا,NN
چادر,NN
نائب,ADJ
ء,PN
دربار,NN
اکٹھا,ADJ
نکلتے,VB
مہینوں,NN
نیو,PN
ملازم,NN
بلال,NN
ضرب,NN
ملت,NN
فضیلت,NN
اسماعیل,PN
تعالی,ADJ
بندوبست,NN
پہاڑوں,NN
ازاں,NN
اخذ,NN
ملزمان,NN
موڑ,NN
مولوی,PN
سنگین,ADJ
مضمون,PN
آرٹیکل,NN
لطیفہ,NN
منانے,VB
متوجہ,ADJ
درمیانی,ADJ
چاہتی,VB
ضروریات,NN
نقشہ,NN
جھیل,NN
گزری,VB
گمراہ,ADJ
قاضی,ADJ
لکھوں,NN
ریاست,PN
ماننا,VB
گرنے,VB
سرور,PN
سعد,NN
سانپ,NN
گروہوں,NN
ادیب,NN
ھو,PN
فارسی,ADJ
شہری,ADJ
سستی,NN
صلی,ADJ
سعید,ADJ
چڑھا,VB
خوابوں,NN
عسکریت,NN
پیداوار,NN
مشق,NN
سوالوں,NN
خرابی,NN
فسادات,NN
وقفے,NN
ل,PN
بدترین,ADJ
ہلاکتوں,NN
ہوچکا,VB
مساجد,NN
کھائی,VB
ڈیوڈ,PN
قلعہ,NN
کثیر,Q
مناظر,NN
الوقت,NN
اندرونی,ADJ
ڈانٹ,NN
صاحبان,NN
سپاہی,NN
کابینہ,NN
ٹائم,PN
شفقت,NN
روپے,PN
بڑھے,VB
جم,PN
پیا,VB
حضور,ADJ
لینکس,NN
اٹھے,VB
جرات,NN
شامی,ADJ
سفارت,NN
حریف,NN
محبوب,ADJ
دکھائے,VB
درویش,NN
ایجنٹ,NN
سرگرمیوں,NN
یکساں,ADJ
ڈیٹا,PN
بیٹھنے,VB
متفرقات,NN
عادی,ADJ
پکڑا,VB
شمع,NN
چمک,NN
مابین,NN
قبضے,NN
نشست,NN
منظم,ADJ
سروے,NN
شمشاد,PN
بالوں,NN
دستور,NN
ٹھنڈی,ADJ
برابر,NN
گلاب,NN
گاڑیاں,NN
مزاحمت,NN
تلخ,ADJ
شپ,NN
درحقیقت,ADV
میزبان,NN
برتن,NN
فتنہ,NN
غزلیں,NN
جہان,NN
امريکی,ADJ
الطاف,PN
پیکج,NN
دلِ,NN
زحمت,NN
مشکل,NN
شاگرد,NN
کلی,ADJ
فراہمی,NN
پیشکش,NN
کیریئر,PN
ریڈ,PN
طیارے,NN
خیبر,ADJ
عدل,NN
ستارے,NN
مدینہ,PN
صنعت,NN
قرارداد,NN
اکاؤنٹ,NN
مائیکل,PN
حادثہ,NN
رکاوٹ,NN
جڑ,NN
گلاس,PN
کروڑوں,CA
یاسر,PN
مانے,VB
سکولوں,NN
نال,NN
کاشفی,PN
سری,ADJ
سفارش,NN
ڈیرہ,NN
نیویارک,PN
تھری,PN
